p (mbar),VPact (mbar),Tdew (degC),T (degC),max. wv (m/s),NSwind,EWwind,year,month,day,hour
998.78,5.57,-1.25,5.99,2.48,-1.0857579694888797,-0.9306071306901665,2013,12,17,12
998.21,6.38,0.61,10.23,1.02,-0.43069532156562357,-0.32573231338245234,2013,12,17,15
998.82,6.31,0.46,5.43,1.96,0.8810344629272645,0.6586184594546881,2013,12,17,18
999.42,5.48,-1.47,1.54,2.04,-1.080154583966088,-0.20800498728888045,2013,12,17,21
998.74,5.25,-2.06,0.48,1.9,-0.8716562777509289,-0.6544580456052135,2013,12,18,0
997.46,5.06,-2.56,-0.65,1.72,-0.3774017555754408,-0.2450875657567622,2013,12,18,3
996.23,4.93,-2.89,-1.37,3.65,-2.229724890434103,0.03502731760536018,2013,12,18,6
996.39,5.15,-2.32,0.99,2.92,-1.7719716154638327,-0.5316169617219672,2013,12,18,9
995.99,5.74,-0.84,3.37,0.84,-0.3999262848486577,0.007678976959875793,2013,12,18,12
994.2,6.16,0.12,7.11,2.8,-1.6359449336930252,0.6214371842142401,2013,12,18,15
993.1,6.23,0.26,5.3,3.12,-1.6312788592063143,-1.1044588192895857,2013,12,18,18
991.13,5.74,-0.84,4.47,2.56,-1.4668250715979136,0.3985275515341138,2013,12,18,21
989.05,5.55,-1.3,2.72,3.04,-1.617836532685387,1.19277196207344,2013,12,19,0
986.34,5.61,-1.17,2.96,3.57,-1.9916756959951745,0.48551819943451807,2013,12,19,3
984.05,5.64,-1.09,2.83,5.05,-3.615357765877913,-0.9958354405755332,2013,12,19,6
982.83,5.32,-1.87,4.39,4.01,-1.997812043991072,0.29857501048181295,2013,12,19,9
982.28,6.05,-0.12,6.35,3.88,-2.1627646137124237,1.5313227046162898,2013,12,19,12
982.84,7.48,2.81,7.11,4.95,-3.4760972733847013,0.4083475798476659,2013,12,19,15
984.26,7.68,3.19,6.0,4.16,-3.1993945833447888,-0.9234577954969172,2013,12,19,18
986.35,8.02,3.79,6.67,3.76,-2.8250288814247533,-1.8556971248336853,2013,12,19,21
988.35,8.01,3.78,6.13,2.36,-1.031799289367057,0.1303465629068767,2013,12,20,0
990.29,7.79,3.38,5.19,2.84,-1.8288541280689556,-0.33895807741539347,2013,12,20,3
991.47,7.4,2.66,3.86,1.4,-0.8344331231043329,-0.0965472064140078,2013,12,20,6
993.43,7.09,2.07,3.0,2.24,-1.4322095723133175,-0.3730626501998082,2013,12,20,9
994.92,7.76,3.33,5.01,1.96,-0.9934941410115319,0.2717892414643345,2013,12,20,12
996.96,7.41,2.67,7.31,3.84,-1.4128559602275692,-1.8148933951197885,2013,12,20,15
1000.9,6.84,1.57,4.85,2.28,-0.5796215082145072,-1.1524490909429101,2013,12,20,18
1002.77,5.84,-0.62,3.5,5.93,-2.899876495572589,-1.095772015715696,2013,12,20,21
1003.64,5.79,-0.73,1.7,2.52,-0.9519092303062529,-0.4663355200472696,2013,12,21,0
1003.79,5.91,-0.44,2.03,4.89,-3.141195244227824,-1.955221838472684,2013,12,21,3
1003.32,5.63,-1.12,1.19,5.09,-3.099092792265958,0.2602380927635033,2013,12,21,6
1003.32,5.88,-0.51,3.04,3.97,-2.1691912815551113,-0.36689124277542434,2013,12,21,9
1002.38,5.93,-0.41,4.62,4.17,-2.7083711790620635,0.2512479978546479,2013,12,21,12
1001.24,5.41,-1.65,4.98,5.33,-3.254886291609028,-0.9827081096112043,2013,12,21,15
999.9,5.88,-0.53,3.28,5.97,-3.5799781894148897,0.012496532066500622,2013,12,21,18
997.82,6.2,0.21,3.91,6.65,-4.386463394552417,0.17617856921793848,2013,12,21,21
995.19,6.3,0.43,3.93,2.8,-1.230405933465145,-1.0070755874778046,2013,12,22,0
993.55,6.52,0.9,8.33,8.09,-4.323716943168967,-1.73812306680327,2013,12,22,3
993.26,8.37,4.41,8.61,5.85,-2.8509529009885313,-2.7339655367881064,2013,12,22,6
992.68,8.4,4.45,8.87,8.73,-5.682333260511191,-2.2727711535674384,2013,12,22,9
992.37,8.95,5.35,9.65,11.49,-6.7390229293135455,-3.4041254322052055,2013,12,22,12
990.57,8.68,4.92,10.2,12.09,-7.630606133781056,-4.282096452802405,2013,12,22,15
989.5,9.1,5.6,10.52,11.09,-6.381083320680386,-3.941037383042006,2013,12,22,18
989.2,9.26,5.85,9.71,7.53,-2.969925203622028,-1.4613843727406748,2013,12,22,21
989.14,8.83,5.17,9.6,7.41,-4.217598930487683,-2.9204039552002303,2013,12,23,0
989.83,9.22,5.79,7.73,3.12,0.3261346116255565,-1.6174474381258415,2013,12,23,3
990.93,7.93,3.63,5.68,1.36,0.7797182689991603,0.020962370785605,2013,12,23,6
992.19,7.77,3.34,5.47,2.72,-1.6229982558600895,-1.0988524293439534,2013,12,23,9
992.53,7.59,3.01,7.91,4.97,-3.102197756646968,-1.0019825740273722,2013,12,23,12
990.51,8.42,4.48,8.24,2.98,-2.084651236325673,0.14942965865531288,2013,12,23,15
988.14,8.1,3.93,6.97,3.8,-2.7282361813986586,-0.6298629521628218,2013,12,23,18
985.22,8.27,4.23,6.66,3.68,-2.4486767957184497,-0.9596259428079389,2013,12,23,21
982.83,8.29,4.26,8.6,8.53,-6.463013614660455,-1.0005273692976095,2013,12,24,0
980.72,7.56,2.96,8.35,7.43,-4.4816252449141825,0.27410794251150883,2013,12,24,3
978.58,6.79,1.45,8.62,6.77,-4.809816849938664,0.041974635747180876,2013,12,24,6
977.47,6.44,0.74,8.07,5.73,-3.6677643351600815,-0.1280811528981783,2013,12,24,9
976.06,6.58,1.02,10.31,8.41,-5.529157754214844,0.09651180759817742,2013,12,24,12
974.02,6.61,1.09,12.59,7.17,-4.440641144313439,-1.8484605019936526,2013,12,24,15
972.66,6.39,0.63,10.5,4.32,-2.93044965852117,0.33906459395395666,2013,12,24,18
972.29,6.27,0.35,9.76,4.48,-3.019373363525998,-0.2535438652969159,2013,12,24,21
970.47,6.21,0.23,8.25,3.26,-2.4926318805673007,-0.19179757031704658,2013,12,25,0
968.47,6.21,0.22,7.63,3.0,-2.1099710766420703,0.011047883684296758,2013,12,25,3
966.89,6.17,0.13,7.52,1.92,-1.2036180371605025,0.19925767393477983,2013,12,25,6
967.29,6.16,0.12,6.62,2.32,-1.259153776161107,0.04617107297026098,2013,12,25,9
966.93,6.59,1.04,9.06,4.61,-3.1977764144244807,0.45511097915839266,2013,12,25,12
966.86,7.85,3.48,9.3,2.04,-0.42725300513655046,-1.142740070883045,2013,12,25,15
968.82,9.6,6.37,7.01,1.6,-0.48108567854283824,-0.8537895348977855,2013,12,25,18
969.23,8.84,5.18,6.21,1.76,-0.7133919596055402,-1.0264365114171297,2013,12,25,21
969.95,8.89,5.25,5.57,1.08,-0.46342686282202805,-0.12504216414847097,2013,12,26,0
969.15,8.51,4.63,4.84,1.34,0.5644896857048762,0.25642034773552996,2013,12,26,3
967.51,8.67,4.91,4.99,1.64,0.7150693844052114,-0.2574408193864215,2013,12,26,6
967.17,8.59,4.77,4.85,2.96,1.4767386235753024,0.198350794404563,2013,12,26,9
967.62,8.68,4.91,4.96,3.32,1.4628271601036844,1.3930314783460531,2013,12,26,12
967.93,8.76,5.05,5.2,3.04,1.6290520794717323,0.6921627860328993,2013,12,26,15
971.06,8.9,5.28,5.51,1.64,-0.33462916542894283,-0.8997907099122158,2013,12,26,18
973.78,8.86,5.21,5.87,3.76,-0.5902852162983905,-1.805979890092789,2013,12,26,21
976.9,8.38,4.42,5.73,4.23,-0.7073401664573845,-1.5238339440096613,2013,12,27,0
979.37,8.17,4.06,5.57,1.76,-0.5684950948714201,-0.8589023967291831,2013,12,27,3
980.57,7.43,2.72,5.15,1.92,-1.3263940566376247,-0.4156667012359605,2013,12,27,6
981.0,6.3,0.43,4.67,6.05,-3.4450446469158176,-0.8973669153454846,2013,12,27,9
978.56,6.12,0.02,6.28,13.03,-7.960834654261858,-2.3128362690652073,2013,12,27,12
978.12,6.23,0.26,6.84,7.53,-5.795724915181603,-0.22264929270761394,2013,12,27,15
977.32,6.01,-0.23,5.44,6.57,-4.489316151252197,-0.07836130490340154,2013,12,27,18
977.97,6.31,0.45,5.7,3.97,-2.8273064670766574,-0.12344286624390165,2013,12,27,21
977.34,6.56,0.98,6.46,6.17,-3.9660415798130275,-0.3330378164626156,2013,12,28,0
977.28,7.23,2.34,7.5,5.21,-3.9130923591816353,-0.4596827041713715,2013,12,28,3
976.34,7.67,3.16,7.56,4.67,-3.2485667211533835,0.2727897692633507,2013,12,28,6
976.01,6.75,1.37,8.54,7.31,-4.776789722261977,-0.17515692761733814,2013,12,28,9
976.41,6.7,1.28,10.31,12.77,-6.402414340826352,-2.678187933730766,2013,12,28,12
976.73,8.21,4.13,9.24,10.09,-6.3163493559608135,-3.931581210334262,2013,12,28,15
977.96,8.53,4.66,8.26,1.36,-0.63,7.715274834628325e-17,2013,12,28,18
978.26,8.81,5.13,7.21,2.16,-1.373520208941745,-0.3603362813104239,2013,12,28,21
979.32,8.95,5.35,7.2,1.8,-1.0574043681478116,-0.16369484482392085,2013,12,29,0
979.88,8.23,4.16,7.74,7.37,-4.290320632995302,-1.9191531637925088,2013,12,29,3
984.5,7.32,2.51,4.61,4.89,-0.4437820725563167,-2.0525733780008015,2013,12,29,6
987.53,6.44,0.73,4.0,1.0,0.2851727564677774,-0.3350768553161643,2013,12,29,9
989.16,7.19,2.26,5.91,9.37,-5.297962828781757,-2.90054992455686,2013,12,29,12
990.6,7.1,2.08,6.3,8.45,-4.587528006661469,-2.979175521532198,2013,12,29,15
993.55,6.75,1.37,4.17,4.97,-2.233949958576769,-1.4067933688267271,2013,12,29,18
995.99,6.42,0.68,3.06,1.8,-1.1062717465007421,-0.6438655316867008,2013,12,29,21
997.87,6.21,0.23,1.69,1.96,-0.7591044184160314,-0.5197696431509431,2013,12,30,0
999.5,5.45,-1.55,-0.42,2.24,-0.8955635565541165,-1.4332012825043599,2013,12,30,3
1000.6,5.03,-2.63,-2.19,1.1,-0.289855633392624,-0.3442146304132943,2013,12,30,6
1001.29,5.39,-1.69,-1.04,2.4,-1.3368715012442616,-0.7440931320479408,2013,12,30,9
1000.53,5.81,-0.67,4.38,6.09,-3.6094467372035326,0.3857385789505271,2013,12,30,12
998.93,5.66,-1.04,5.34,4.61,-3.33,4.0780738411606863e-16,2013,12,30,15
998.33,5.47,-1.5,2.09,2.76,-1.7535677212959953,-0.15033378472176656,2013,12,30,18
998.12,5.05,-2.58,-0.72,1.76,-0.5101957053675611,-0.6673082812497511,2013,12,30,21
997.65,5.24,-2.08,0.08,3.2,-2.3515332842711905,-0.6125285405307662,2013,12,31,0
996.5,5.08,-2.49,-0.09,4.13,-2.677104873952622,-0.5837032583934366,2013,12,31,3
995.48,5.39,-1.71,1.05,4.17,-2.4778023670611655,0.45923352424021224,2013,12,31,6
994.9,5.6,-1.19,1.55,3.12,-2.3678067827669373,-0.7374896877129096,2013,12,31,9
993.67,6.11,0.01,4.62,2.72,-1.6958588854417012,0.11858600536501339,2013,12,31,12
991.51,6.29,0.4,6.67,3.76,-2.5369458075134093,0.2576935578165144,2013,12,31,15
990.32,4.91,-2.95,3.11,2.94,-1.7896490496950808,0.27065897163311364,2013,12,31,18
989.29,4.68,-3.6,0.51,4.03,-2.157713338769054,0.2305930347996264,2013,12,31,21
987.7,4.45,-4.26,-0.12,3.57,-2.4503531788048187,-1.0350697073729482,2014,1,1,0
986.15,4.42,-4.36,1.97,4.25,-2.9497124458274477,-0.041188432000478246,2014,1,1,3
986.53,4.2,-5.02,3.35,1.58,-0.37077334094543657,-0.6634207787250554,2014,1,1,6
987.63,4.84,-3.15,1.57,5.61,-3.308356292708354,0.2778104398632897,2014,1,1,9
988.1,5.34,-1.84,2.0,4.89,-2.7966597390814223,1.7137952922683124,2014,1,1,12
987.29,6.12,0.03,4.27,6.41,-3.7417555060951875,0.24852712650000214,2014,1,1,15
986.6,5.84,-0.61,1.07,3.12,-2.058983514353407,0.06470616370094417,2014,1,1,18
984.57,5.96,-0.34,1.18,4.81,-3.1680778906740388,-0.9928154302902078,2014,1,1,21
982.04,6.07,-0.07,2.11,3.81,-2.3052922301141376,-0.6306565894172416,2014,1,2,0
981.02,6.24,0.3,3.52,4.05,-2.8525891181492105,-0.5751828605032582,2014,1,2,3
979.34,6.23,0.27,3.29,3.36,-1.755909728075053,-0.3476794886837493,2014,1,2,6
979.42,5.86,-0.57,4.14,6.29,-3.6385925281386746,0.3952776418840438,2014,1,2,9
978.78,6.85,1.58,6.18,8.01,-4.820089963844494,-0.8239130660728604,2014,1,2,12
978.86,7.47,2.8,7.12,9.23,-4.510751162499636,-1.9894783110172818,2014,1,2,15
979.66,7.67,3.17,6.81,3.76,-2.0002278721756883,-1.4320225065869316,2014,1,2,18
982.12,7.95,3.67,6.44,1.8,-1.1697843831823236,-0.022461007607636925,2014,1,2,21
983.94,7.56,2.97,5.79,2.6,-1.3865404420453502,-1.1634455735326361,2014,1,3,0
984.55,7.33,2.53,4.35,3.65,-1.8229512442768234,-1.266984120259438,2014,1,3,3
984.09,7.64,3.11,4.93,3.47,-2.1795129252383436,-1.3992224300371252,2014,1,3,6
984.09,7.06,2.01,4.13,3.77,-2.539249773030476,0.3252853980194577,2014,1,3,9
983.29,7.55,2.95,6.44,3.16,-1.5732450231316397,0.14594552816556752,2014,1,3,12
982.51,7.43,2.72,8.2,4.14,-2.3176927072275566,-1.4426366537920075,2014,1,3,15
982.73,8.28,4.24,7.77,6.01,-4.381639380846225,-0.7175209656989235,2014,1,3,18
983.16,8.81,5.14,8.69,4.4,-2.6806821812864374,-1.301669329335752,2014,1,3,21
983.32,9.02,5.47,10.2,9.33,-6.109697262059534,-2.333066515550348,2014,1,4,0
985.93,8.15,4.03,8.22,3.56,-2.266409370014575,-1.8092508304572192,2014,1,4,3
986.48,7.26,2.4,7.31,5.25,-3.234866506546309,-1.5568361136692839,2014,1,4,6
986.26,7.43,2.72,5.82,3.18,-1.744817097037808,-0.89286801817769,2014,1,4,9
983.72,7.54,2.92,6.5,3.92,-2.284696998533536,0.15575501562341904,2014,1,4,12
978.85,7.25,2.38,8.71,1.84,-0.6090626451688548,0.43765590851708813,2014,1,4,15
975.06,6.66,1.19,6.24,0.88,-0.13348721201084363,0.4506452753880507,2014,1,4,18
973.42,7.09,2.05,5.5,4.85,-2.3574340841467496,-0.6670866052494062,2014,1,4,21
973.57,8.1,3.93,6.58,2.04,-1.2599520230608559,-0.010995434727950879,2014,1,5,0
973.78,8.37,4.4,7.33,0.86,-0.0635580467857325,-0.4252768212456242,2014,1,5,3
973.99,8.14,4.01,5.53,1.46,-0.5465901517148487,-0.9660948224932886,2014,1,5,6
976.99,8.36,4.38,6.58,2.44,-0.8589598969306642,0.5120428648705719,2014,1,5,9
979.96,8.32,4.32,7.46,4.06,-1.1083387291223998,-1.9119846394590474,2014,1,5,12
982.86,7.6,3.03,6.99,2.78,-0.05166762927624515,-1.4090530352279051,2014,1,5,15
986.13,6.96,1.81,5.4,1.72,-0.13800577098084063,-1.0207126957062813,2014,1,5,18
986.97,6.35,0.52,2.73,2.76,-1.4999591485832475,-0.8417378170080155,2014,1,5,21
987.65,6.05,-0.13,1.91,0.96,0.2325243452724865,0.09182825739172823,2014,1,6,0
986.63,5.93,-0.41,1.96,3.22,-1.5594645117459773,-1.067787636473133,2014,1,6,3
985.38,5.78,-0.75,1.5,4.61,-2.8956355993019436,-0.8577263410058455,2014,1,6,6
985.99,5.84,-0.6,4.82,6.57,-4.663011427844986,0.6636448024260153,2014,1,6,9
985.46,6.1,-0.03,7.3,6.17,-4.310404093801684,0.9319423523682628,2014,1,6,12
985.31,7.44,2.74,7.28,6.05,-4.393494503466225,0.6409415324443231,2014,1,6,15
985.5,8.2,4.1,7.89,4.89,-3.1054490447145184,0.16818510838265072,2014,1,6,18
984.45,8.83,5.17,9.74,6.79,-4.895529013434179,0.37669042810268066,2014,1,6,21
984.25,8.46,4.56,8.87,2.98,-1.5633267210451447,0.42474646939820027,2014,1,7,0
986.65,8.6,4.79,7.22,3.88,-2.510410639191199,-0.21963247172409803,2014,1,7,3
986.91,8.81,5.14,7.73,5.77,-3.7068806342066036,-1.5811185799123517,2014,1,7,6
989.52,8.45,4.54,8.0,6.29,-3.9945899273455483,-1.6709731632642963,2014,1,7,9
989.91,8.61,4.81,11.62,7.93,-5.26616343477826,-2.0743969432595204,2014,1,7,12
989.49,8.59,4.78,13.24,7.77,-3.064880511939364,-2.1780972080084724,2014,1,7,15
989.93,9.0,5.43,10.47,3.4,-2.071336617802759,0.45162441890295146,2014,1,7,18
990.16,9.04,5.5,10.27,4.32,-3.306138890480263,-0.7027415149640256,2014,1,7,21
989.95,9.04,5.5,10.44,4.0,-2.5610552869017296,-1.6378631864208626,2014,1,8,0
990.08,9.97,6.91,9.81,3.12,-1.7873329376728777,-0.5498554081844076,2014,1,8,3
989.81,9.44,6.13,7.92,3.94,-2.46590428703665,-0.14218314659013193,2014,1,8,6
990.26,10.23,7.29,11.46,10.01,-5.324277213692924,-2.9149566294801557,2014,1,8,9
991.63,8.44,4.52,13.35,11.45,-2.6160217693231114,-4.5863743962336505,2014,1,8,12
992.47,8.41,4.48,13.14,4.32,-1.5644507553900493,-1.9113853180244702,2014,1,8,15
993.02,8.46,4.55,9.41,1.88,-1.0648976575756897,-0.7456493672563596,2014,1,8,18
993.38,8.19,4.1,7.4,2.36,-1.1841178673353785,-0.783750519143123,2014,1,8,21
992.24,8.14,4.01,5.38,1.72,-0.6024177809723238,-0.8230995183866779,2014,1,9,0
990.22,7.2,2.27,3.05,0.6,-0.287368824243397,0.1407805343538929,2014,1,9,3
987.42,8.43,4.51,5.18,1.4,-0.7454707165913848,0.08230073331828391,2014,1,9,6
984.36,9.51,6.23,8.38,3.16,-1.9412986546049618,0.5935145605871561,2014,1,9,9
981.92,9.71,6.54,12.06,11.43,-7.162196387917993,-3.1888152817142705,2014,1,9,12
980.29,9.17,5.71,12.3,6.45,-3.8497226978109147,-1.4393523369764105,2014,1,9,15
978.05,8.87,5.22,12.49,10.49,-5.347292342980019,-3.6067942273863163,2014,1,9,18
979.2,8.38,4.43,8.85,6.49,-3.1371779145570318,-1.724678153284141,2014,1,9,21
981.44,8.05,3.85,7.46,6.09,-0.29408795372400254,-2.6638153606198816,2014,1,10,0
984.39,6.39,0.61,5.31,4.97,-1.1658637698681098,-1.3845077356623614,2014,1,10,3
985.78,5.99,-0.27,4.77,3.73,-1.0409820436049126,-1.3566342118980117,2014,1,10,6
988.34,6.12,0.04,5.03,3.69,-1.4399780041845096,-1.4450132689580386,2014,1,10,9
989.34,6.15,0.11,7.16,6.37,-2.260489960179151,-2.3489966240778757,2014,1,10,12
989.53,6.21,0.22,7.51,5.61,-1.5602155858354665,-2.2035714932164314,2014,1,10,15
990.1,6.42,0.69,5.43,6.25,-4.281860127641712,-2.402867838086835,2014,1,10,18
990.88,6.28,0.39,4.23,1.04,-0.4571119488222771,-0.4188659287217091,2014,1,10,21
991.03,6.11,0.0,2.77,3.08,-1.3172330765359155,-0.47423308834340805,2014,1,11,0
990.97,6.25,0.31,2.66,1.84,-1.1331154892189048,-0.12509711464379175,2014,1,11,3
990.22,5.69,-0.96,0.15,2.52,-1.3991509587190945,-0.41710501641126146,2014,1,11,6
989.91,5.47,-1.51,-0.56,2.76,-1.5613588482832481,-0.6724273543570408,2014,1,11,9
989.19,6.57,1.01,3.4,1.88,0.1264348202483137,1.2234844650541243,2014,1,11,12
987.27,6.75,1.38,7.02,5.23,-3.688074570811555,-1.3862560947145242,2014,1,11,15
986.79,6.61,1.08,5.28,9.09,-6.224317189053545,-3.2678395814440733,2014,1,11,18
990.8,7.26,2.39,4.39,6.77,-0.126032406072684,-2.5769198343408997,2014,1,11,21
993.44,6.07,-0.09,3.24,2.96,-0.5527434962028566,-1.1434048396807854,2014,1,12,0
995.09,5.73,-0.88,3.16,5.27,-0.5072587981540723,-2.763835832985615,2014,1,12,3
996.38,5.41,-1.64,2.95,4.65,-0.9480851431112017,-2.33485214979703,2014,1,12,6
997.52,5.32,-1.88,2.8,2.12,-0.8629377613813738,0.25561381023353036,2014,1,12,9
997.3,5.3,-1.93,5.03,3.93,-0.9458489719300812,-1.5314599969632927,2014,1,12,12
995.64,5.3,-1.94,5.92,2.28,-0.721846798900501,-0.5206123307386216,2014,1,12,15
995.08,5.09,-2.47,1.72,2.36,-0.9573673801909853,-1.440953746428472,2014,1,12,18
994.38,4.82,-3.2,-1.03,1.6,-0.8382896778289014,-0.4252886267530753,2014,1,12,21
992.45,4.59,-3.85,-2.33,2.8,-1.592163916888576,-0.8608798184171983,2014,1,13,0
990.19,4.54,-4.01,-2.81,1.48,-0.7548139798310011,-0.3203995253612043,2014,1,13,3
987.65,4.14,-5.23,-4.29,1.16,-0.8039500817005724,-0.3053919876709978,2014,1,13,6
987.25,4.71,-3.5,-2.06,3.05,-1.523308276980031,-0.8409113468637042,2014,1,13,9
986.83,6.31,0.44,2.68,2.68,-1.5665520381091413,-0.5180875523462182,2014,1,13,12
985.9,7.18,2.25,5.5,2.24,-1.3468923937038244,-1.0372467786321546,2014,1,13,15
985.63,7.01,1.89,4.13,1.48,-0.9027616974544067,0.3813414711374022,2014,1,13,18
985.79,6.95,1.78,2.93,2.2,-1.0986867510755776,-0.053734746775174536,2014,1,13,21
985.0,7.07,2.02,2.48,1.08,-0.6398339309307918,-0.1619028746800094,2014,1,14,0
983.67,7.1,2.08,2.5,1.2,-0.20822406740933083,-0.5945945994974344,2014,1,14,3
982.16,6.92,1.72,2.19,0.4,-0.0300183744088984,0.1774792866726909,2014,1,14,6
981.72,7.01,1.9,2.15,1.32,0.8640218803051144,0.31601612356652725,2014,1,14,9
980.62,7.24,2.35,2.77,1.16,0.7210079596087517,0.3691172201087681,2014,1,14,12
979.94,7.17,2.22,2.6,2.08,1.3119809587569218,0.3181288478891353,2014,1,14,15
980.81,7.01,1.9,2.18,1.4,-0.6897940279490163,-0.016858202925330766,2014,1,14,18
981.99,7.09,2.07,2.28,1.64,-0.2392065275262744,-0.9812646111976228,2014,1,14,21
982.64,7.31,2.5,2.7,1.02,-0.4676976310969129,-0.10797650608505518,2014,1,15,0
983.46,7.12,2.13,2.75,1.92,-0.5512093377525539,-1.077157493579463,2014,1,15,3
983.85,6.84,1.56,2.36,1.44,-0.7050649326638168,0.6064515155622646,2014,1,15,6
984.57,6.94,1.76,2.29,0.48,0.17772872190439074,-0.1459880180365216,2014,1,15,9
984.68,7.26,2.39,4.32,2.8,-1.625933126223795,1.0398276150632453,2014,1,15,12
984.18,6.49,0.84,4.75,5.83,-3.556252947754343,-1.9793849983236074,2014,1,15,15
984.65,5.48,-1.48,2.84,2.44,-1.4810045871348823,-1.0918907513508105,2014,1,15,18
983.61,5.53,-1.36,0.5,3.08,-2.0782273590066214,-0.5104615992181631,2014,1,15,21
982.25,5.74,-0.85,1.19,3.2,-2.158938669492433,-1.0483242920824847,2014,1,16,0
981.4,6.42,0.68,1.99,2.36,-1.672071500382756,-0.30688254692595146,2014,1,16,3
979.84,6.85,1.58,2.73,4.07,-2.2961590503287868,0.9370451513097984,2014,1,16,6
979.97,7.27,2.4,3.42,5.17,-2.9158341465099085,1.2437086596332896,2014,1,16,9
979.16,7.65,3.13,5.04,3.48,-2.1964958963839933,1.1728195842363307,2014,1,16,12
977.49,8.27,4.23,6.11,3.8,-2.5172024849041645,0.11870825578829913,2014,1,16,15
976.13,7.66,3.15,5.18,3.56,-2.3476665292415664,0.4478413418598818,2014,1,16,18
976.52,7.37,2.61,4.29,2.84,-1.7793669313103428,-0.8910405847991514,2014,1,16,21
976.84,7.88,3.55,6.17,1.2,-0.46444254042324773,-0.25532944727390916,2014,1,17,0
977.09,8.2,4.11,6.26,1.52,-0.8070218716331033,0.46218578375562663,2014,1,17,3
977.45,8.16,4.05,6.6,2.54,-1.6130961299027442,-0.43222780532120897,2014,1,17,6
977.93,7.89,3.57,6.27,4.04,-2.5104725700915207,-1.170652585021737,2014,1,17,9
977.96,8.06,3.87,7.18,4.71,-2.8672184580568705,-0.27103194235732186,2014,1,17,12
977.44,8.02,3.79,7.8,4.16,-3.0247912936345718,-0.46285810995649,2014,1,17,15
978.62,7.53,2.9,5.45,1.96,-1.1881445093765575,-0.06642759094186435,2014,1,17,18
979.64,7.05,1.99,3.4,2.2,-1.5142159410994533,-0.13247672897644008,2014,1,17,21
980.3,6.83,1.55,2.73,3.95,-2.3952594298859147,-0.4094291923429553,2014,1,18,0
980.77,6.83,1.55,2.68,3.0,-2.0847904180518357,-0.2522873615527597,2014,1,18,3
980.29,6.73,1.34,2.18,3.73,-2.748594758061994,-0.584231851197903,2014,1,18,6
980.36,6.63,1.14,2.25,4.05,-2.985042031675945,0.17211644060910647,2014,1,18,9
979.8,7.37,2.61,5.01,2.4,-1.5687201446756864,0.8411403614669156,2014,1,18,12
978.4,7.93,3.63,8.51,3.72,-1.4345843990457274,2.0718029833974585,2014,1,18,15
978.55,7.34,2.55,5.38,1.22,-0.2841380116596834,0.49413114689329346,2014,1,18,18
978.18,6.52,0.9,1.75,1.66,-0.4714420153861618,-0.2832709412005298,2014,1,18,21
977.58,5.67,-1.02,-0.43,1.36,0.9833951385788718,0.2302911231885446,2014,1,19,0
976.89,5.74,-0.86,-0.68,0.96,-0.5617563417178618,-0.1803602299282324,2014,1,19,3
976.11,6.47,0.8,0.98,0.88,0.21579940020563354,0.2881503407440096,2014,1,19,6
976.61,6.79,1.47,1.55,0.68,-0.2150630778665331,-0.1632417610128411,2014,1,19,9
976.35,7.34,2.54,2.7,1.08,-0.4129369300142047,-0.15193120755935513,2014,1,19,12
975.85,7.93,3.64,3.68,4.04,2.1217862659954303,1.796224663407439,2014,1,19,15
976.39,7.54,2.92,2.95,5.73,3.7805076467348258,2.8758063100597564,2014,1,19,18
976.79,7.28,2.42,2.42,3.41,1.6433484235209073,1.6376220439745395,2014,1,19,21
976.72,6.7,1.27,1.27,6.45,3.9743590471357595,1.9341329231596618,2014,1,20,0
976.49,6.23,0.27,0.27,4.91,2.8206792433296966,1.9162120462644552,2014,1,20,3
976.33,5.96,-0.33,-0.34,5.85,3.1786240175465585,2.154518358027189,2014,1,20,6
977.29,5.84,-0.61,-0.61,4.21,2.754931462650381,1.5682004451278007,2014,1,20,9
978.08,5.68,-1.0,-1.0,5.01,3.1179679906497513,1.5900552220861865,2014,1,20,12
978.78,5.54,-1.34,-1.34,4.13,2.7947631843793483,1.5992806955746717,2014,1,20,15
980.12,5.51,-1.41,-1.39,4.09,2.762740564006104,1.1693008919842807,2014,1,20,18
980.82,5.53,-1.35,-1.31,3.33,1.7368755481618925,1.784198231754904,2014,1,20,21
981.51,5.54,-1.34,-1.28,2.58,1.6628900970699534,1.1988730229122186,2014,1,21,0
982.14,5.49,-1.46,-1.38,2.72,1.467438575834424,1.3881729093139075,2014,1,21,3
982.64,5.39,-1.71,-1.63,2.76,1.5606651728230398,0.9556276567456758,2014,1,21,6
983.86,5.38,-1.72,-1.54,2.78,1.5700672727262475,0.7729092825901132,2014,1,21,9
984.46,5.32,-1.88,-1.27,1.52,0.868107851679192,0.5355266173150856,2014,1,21,12
984.54,5.33,-1.84,-0.99,1.64,0.8008811052110378,0.4921274787247165,2014,1,21,15
985.67,5.35,-1.79,-1.09,1.36,1.046188521573943,0.5670886855924102,2014,1,21,18
986.05,5.56,-1.28,-1.0,1.04,0.546320823713594,0.12301852534029228,2014,1,21,21
986.38,5.6,-1.18,-1.04,1.96,1.2169240853599,1.054132710084917,2014,1,22,0
986.09,5.57,-1.25,-1.14,2.8,1.951130730778391,0.9945797461300836,2014,1,22,3
986.46,5.48,-1.49,-1.39,2.76,1.9245904525572917,0.6134750116551765,2014,1,22,6
